 N= 5 ;
 M= 5 ;
 T= 10 ;
NC= [ 2 3 5 5 4 ] ;
NF= [ 11 6 11 15 7 ] ;

PrTime= [ 
[ [ [ 350 489  ] [ 351 438 249  ] [ 117 392 762 594 647  ] [ 567 334 397 657 570  ] [ 583 308 129 301  ]  ] 
[ [ 770 182  ] [ 705 634 414  ] [ 303 216 209 758 650  ] [ 403 583 457 305 511  ] [ 704 747 253 352  ]  ] 
[ [ 462 343  ] [ 341 741 238  ] [ 545 437 544 304 339  ] [ 797 120 284 242 117  ] [ 599 457 463 752  ]  ] 
[ [ 635 230  ] [ 240 774 267  ] [ 329 646 395 200 174  ] [ 370 624 334 250 786  ] [ 151 538 505 706  ]  ] 
[ [ 185 463  ] [ 166 533 436  ] [ 224 648 319 267 433  ] [ 605 502 335 198 236  ] [ 207 581 570 648  ]  ] 
[ [ 253 184  ] [ 522 384 758  ] [ 505 336 214 686 743  ] [ 575 210 420 431 710  ] [ 361 196 462 687  ]  ] 
[ [ 617 386  ] [ 215 635 217  ] [ 727 536 169 251 453  ] [ 518 152 427 353 543  ] [ 114 591 104 241  ]  ] 
[ [ 581 394  ] [ 771 598 680  ] [ 383 285 703 460 493  ] [ 498 143 493 134 111  ] [ 539 664 526 718  ]  ] 
[ [ 677 532  ] [ 302 464 358  ] [ 118 335 647 245 271  ] [ 246 483 696 314 332  ] [ 227 408 284 460  ]  ] 
[ [ 202 118  ] [ 150 166 540  ] [ 298 319 407 189 440  ] [ 261 412 498 436 566  ] [ 670 284 464 452  ]  ] 
[ [ 304 238  ] [ 354 635 138  ] [ 220 269 283 638 540  ] [ 204 328 255 202 248  ] [ 576 199 661 740  ]  ] 
] 
[ [ [ 717 534  ] [ 113 265 305  ] [ 642 264 713 588 470  ] [ 347 754 233 125 768  ] [ 709 358 771 439  ]  ] 
[ [ 137 483  ] [ 588 290 571  ] [ 484 441 531 481 693  ] [ 564 403 613 246 613  ] [ 390 304 793 661  ]  ] 
[ [ 607 629  ] [ 713 444 763  ] [ 485 690 419 114 439  ] [ 177 688 119 643 255  ] [ 775 535 212 647  ]  ] 
[ [ 349 542  ] [ 232 446 219  ] [ 794 748 187 488 237  ] [ 586 465 560 768 468  ] [ 422 365 776 192  ]  ] 
[ [ 591 750  ] [ 203 151 144  ] [ 774 565 772 455 167  ] [ 764 528 642 377 262  ] [ 225 194 622 544  ]  ] 
[ [ 398 404  ] [ 201 482 762  ] [ 212 532 243 185 686  ] [ 696 383 661 559 669  ] [ 385 147 227 552  ]  ] 
] 
[ [ [ 688 704  ] [ 734 387 504  ] [ 519 268 562 360 370  ] [ 210 289 338 610 664  ] [ 598 268 157 135  ]  ] 
[ [ 269 399  ] [ 694 323 735  ] [ 652 376 155 709 269  ] [ 372 309 464 153 266  ] [ 785 508 365 525  ]  ] 
[ [ 238 515  ] [ 535 777 486  ] [ 185 519 277 444 211  ] [ 340 347 714 742 469  ] [ 436 690 682 578  ]  ] 
[ [ 727 259  ] [ 794 422 753  ] [ 775 187 428 471 587  ] [ 646 708 309 716 469  ] [ 657 202 305 754  ]  ] 
[ [ 461 743  ] [ 416 541 278  ] [ 323 396 332 185 249  ] [ 662 115 222 627 226  ] [ 119 133 335 636  ]  ] 
[ [ 448 761  ] [ 582 329 480  ] [ 368 227 353 135 139  ] [ 154 472 783 709 679  ] [ 775 360 641 398  ]  ] 
[ [ 498 123  ] [ 594 165 453  ] [ 787 440 347 501 632  ] [ 533 133 325 257 463  ] [ 185 395 675 598  ]  ] 
[ [ 484 170  ] [ 283 196 641  ] [ 463 417 638 314 614  ] [ 675 494 151 312 410  ] [ 533 240 624 473  ]  ] 
[ [ 251 161  ] [ 487 631 336  ] [ 397 414 347 290 617  ] [ 388 227 370 124 262  ] [ 514 490 215 425  ]  ] 
[ [ 188 573  ] [ 127 708 603  ] [ 324 647 225 474 197  ] [ 537 174 343 788 450  ] [ 445 230 431 248  ]  ] 
[ [ 526 337  ] [ 268 181 657  ] [ 759 787 259 502 315  ] [ 669 743 203 359 166  ] [ 467 378 552 680  ]  ] 
] 
[ [ [ 570 465  ] [ 610 155 785  ] [ 368 130 394 125 291  ] [ 577 405 749 478 296  ] [ 746 335 146 235  ]  ] 
[ [ 162 792  ] [ 182 220 143  ] [ 773 225 127 740 414  ] [ 200 785 326 555 494  ] [ 123 339 131 317  ]  ] 
[ [ 533 143  ] [ 211 656 697  ] [ 408 230 573 175 491  ] [ 431 582 345 510 771  ] [ 678 778 630 291  ]  ] 
[ [ 634 692  ] [ 340 668 129  ] [ 119 797 651 318 193  ] [ 532 620 367 709 712  ] [ 584 517 186 337  ]  ] 
[ [ 536 660  ] [ 656 521 247  ] [ 418 683 696 638 269  ] [ 784 170 395 458 333  ] [ 258 692 250 557  ]  ] 
[ [ 738 282  ] [ 509 483 139  ] [ 480 459 298 588 187  ] [ 186 424 747 366 107  ] [ 100 569 725 433  ]  ] 
[ [ 157 356  ] [ 491 287 791  ] [ 348 737 135 359 613  ] [ 674 223 128 625 683  ] [ 645 686 239 718  ]  ] 
[ [ 648 395  ] [ 501 545 658  ] [ 742 403 102 281 470  ] [ 502 345 552 653 665  ] [ 526 257 751 528  ]  ] 
[ [ 222 723  ] [ 105 233 299  ] [ 199 428 433 683 156  ] [ 310 694 739 632 697  ] [ 303 545 777 473  ]  ] 
[ [ 404 272  ] [ 403 120 449  ] [ 692 775 353 184 477  ] [ 711 799 346 726 266  ] [ 556 376 479 651  ]  ] 
[ [ 597 787  ] [ 765 682 390  ] [ 113 419 496 548 199  ] [ 392 465 336 228 713  ] [ 345 522 502 190  ]  ] 
[ [ 717 189  ] [ 509 517 565  ] [ 284 625 112 601 272  ] [ 236 102 166 526 338  ] [ 782 304 707 347  ]  ] 
[ [ 485 567  ] [ 511 525 302  ] [ 208 304 620 289 666  ] [ 542 460 750 315 530  ] [ 639 481 102 269  ]  ] 
[ [ 101 382  ] [ 112 180 625  ] [ 639 589 511 763 534  ] [ 474 628 622 774 190  ] [ 451 469 331 503  ]  ] 
[ [ 576 663  ] [ 148 135 794  ] [ 768 185 749 156 151  ] [ 747 527 783 100 365  ] [ 431 189 777 415  ]  ] 
] 
[ [ [ 752 397  ] [ 598 112 111  ] [ 542 158 137 249 359  ] [ 270 150 233 618 495  ] [ 505 283 678 630  ]  ] 
[ [ 727 110  ] [ 630 732 772  ] [ 479 354 236 392 517  ] [ 191 634 201 138 340  ] [ 218 649 268 221  ]  ] 
[ [ 485 771  ] [ 311 124 261  ] [ 199 783 452 249 324  ] [ 112 623 665 115 703  ] [ 241 452 207 351  ]  ] 
[ [ 333 277  ] [ 412 179 705  ] [ 532 546 484 180 500  ] [ 293 401 692 729 196  ] [ 345 342 401 139  ]  ] 
[ [ 536 474  ] [ 204 539 263  ] [ 745 158 498 343 305  ] [ 452 213 431 249 368  ] [ 636 284 611 768  ]  ] 
[ [ 598 570  ] [ 736 420 327  ] [ 309 124 650 315 374  ] [ 488 187 170 617 329  ] [ 741 640 455 612  ]  ] 
[ [ 336 632  ] [ 435 673 243  ] [ 486 454 166 257 490  ] [ 301 215 502 468 603  ] [ 549 293 616 625  ]  ] 
] 
 ] ; 
TCTime= [ 
 [ 0.0 15.0 24.0 20.0 26.0 18.0 27.0 27.0 36.0 15.0  ] 
 [ 40.0 0.0 39.0 25.0 33.0 46.0 31.0 41.0 31.0 48.0  ] 
 [ 18.0 36.0 0.0 25.0 39.0 29.0 20.0 35.0 32.0 48.0  ] 
 [ 35.0 49.0 48.0 0.0 46.0 22.0 21.0 37.0 44.0 36.0  ] 
 [ 38.0 26.0 17.0 37.0 0.0 26.0 26.0 16.0 16.0 16.0  ] 
 [ 38.0 24.0 46.0 46.0 25.0 0.0 32.0 35.0 30.0 32.0  ] 
 [ 16.0 35.0 18.0 20.0 46.0 46.0 0.0 39.0 26.0 32.0  ] 
 [ 35.0 45.0 24.0 43.0 36.0 40.0 35.0 0.0 38.0 17.0  ] 
 [ 24.0 29.0 16.0 23.0 28.0 20.0 19.0 25.0 0.0 37.0  ] 
 [ 47.0 23.0 36.0 47.0 20.0 36.0 22.0 21.0 20.0 0.0  ] 
 ] ; 
CCTime= [ 
[ [ 0 33 ] [ 21 0 ] ] 
[ [ 0 15 26 ] [ 30 0 12 ] [ 29 40 0 ] ] 
[ [ 0 42 44 48 14 ] [ 25 0 10 38 23 ] [ 18 15 0 25 46 ] [ 24 38 40 0 28 ] [ 43 48 18 29 0 ] ] 
[ [ 0 49 23 45 42 ] [ 49 0 12 34 27 ] [ 47 28 0 12 24 ] [ 25 25 27 0 42 ] [ 35 19 32 24 0 ] ] 
[ [ 0 11 17 22 ] [ 12 0 17 15 ] [ 35 24 0 43 ] [ 39 25 47 0 ] ] 
 ] ; 
MCTime= [ 
[ 0.0 0.6 0.63 0.53 0.45 ] 
[ 0.24 0.0 0.59 0.35 0.6 ] 
[ 0.52 0.07 0.0 0.15 0.52 ] 
[ 0.09 0.25 0.52 0.0 0.31 ] 
[ 0.63 0.45 0.16 0.45 0.0 ] 
 ] ; 

PrCost= [ 
[ [ 0.36 0.62 0.46 0.31 0.42  ] 
[ 0.74 0.4 0.68 0.52 0.36  ] 
[ 0.56 0.4 0.52 0.15 0.18  ] 
[ 0.43 0.41 0.55 0.27 0.73  ] 
[ 0.79 0.26 0.28 0.78 0.16  ] 
[ 0.59 0.53 0.22 0.15 0.1  ] 
[ 0.47 0.21 0.7 0.34 0.26  ] 
[ 0.68 0.58 0.12 0.25 0.4  ] 
[ 0.27 0.58 0.36 0.53 0.4  ] 
[ 0.53 0.12 0.54 0.68 0.74  ] 
[ 0.51 0.47 0.11 0.77 0.38  ] 
] 
[ [ 0.26 0.58 0.15 0.43 0.32  ] 
[ 0.58 0.19 0.45 0.41 0.75  ] 
[ 0.28 0.75 0.45 0.68 0.69  ] 
[ 0.23 0.38 0.44 0.1 0.64  ] 
[ 0.39 0.44 0.18 0.22 0.56  ] 
[ 0.34 0.21 0.2 0.27 0.29  ] 
[ 0.32 0.1 0.39 0.46 0.28  ] 
[ 0.41 0.12 0.42 0.24 0.31  ] 
[ 0.28 0.52 0.31 0.58 0.17  ] 
[ 0.68 0.48 0.58 0.36 0.36  ] 
[ 0.11 0.48 0.2 0.79 0.58  ] 
] 
[ [ 0.23 0.42 0.27 0.35 0.26  ] 
[ 0.12 0.25 0.48 0.55 0.35  ] 
[ 0.29 0.58 0.62 0.21 0.34  ] 
[ 0.26 0.78 0.79 0.56 0.39  ] 
[ 0.36 0.15 0.78 0.12 0.57  ] 
[ 0.24 0.5 0.56 0.38 0.6  ] 
[ 0.29 0.11 0.61 0.56 0.54  ] 
[ 0.61 0.33 0.24 0.27 0.21  ] 
[ 0.55 0.71 0.79 0.74 0.66  ] 
[ 0.77 0.13 0.26 0.66 0.38  ] 
[ 0.62 0.65 0.67 0.4 0.74  ] 
] 
[ [ 0.62 0.6 0.29 0.34 0.59  ] 
[ 0.44 0.57 0.45 0.31 0.55  ] 
[ 0.75 0.76 0.55 0.64 0.43  ] 
[ 0.24 0.34 0.17 0.69 0.7  ] 
[ 0.15 0.1 0.53 0.5 0.24  ] 
[ 0.77 0.16 0.69 0.6 0.68  ] 
[ 0.74 0.27 0.64 0.52 0.17  ] 
[ 0.53 0.11 0.72 0.11 0.68  ] 
[ 0.36 0.54 0.27 0.34 0.26  ] 
[ 0.77 0.67 0.59 0.2 0.56  ] 
[ 0.55 0.75 0.19 0.33 0.74  ] 
] 
[ [ 0.54 0.21 0.64 0.36 0.57  ] 
[ 0.49 0.62 0.64 0.75 0.71  ] 
[ 0.21 0.13 0.52 0.11 0.43  ] 
[ 0.62 0.76 0.31 0.41 0.33  ] 
[ 0.19 0.41 0.42 0.14 0.22  ] 
[ 0.27 0.42 0.64 0.72 0.35  ] 
[ 0.1 0.19 0.39 0.38 0.34  ] 
[ 0.54 0.33 0.38 0.65 0.61  ] 
[ 0.34 0.5 0.43 0.63 0.73  ] 
[ 0.65 0.63 0.73 0.3 0.32  ] 
[ 0.33 0.63 0.59 0.47 0.12  ] 
] 
 ] ; 

TCCost= [ 
 [ 0.0 0.03 0.03 0.01 0.01 0.02 0.03 0.02 0.03 0.01  ] 
 [ 0.01 0.0 0.03 0.01 0.01 0.01 0.03 0.01 0.02 0.01  ] 
 [ 0.01 0.02 0.0 0.03 0.01 0.02 0.03 0.03 0.03 0.03  ] 
 [ 0.01 0.01 0.02 0.0 0.03 0.03 0.03 0.02 0.01 0.02  ] 
 [ 0.01 0.03 0.02 0.02 0.0 0.02 0.01 0.02 0.01 0.02  ] 
 [ 0.02 0.02 0.03 0.02 0.03 0.0 0.01 0.02 0.03 0.02  ] 
 [ 0.03 0.01 0.02 0.02 0.03 0.02 0.0 0.02 0.01 0.02  ] 
 [ 0.02 0.03 0.02 0.03 0.01 0.01 0.01 0.0 0.03 0.02  ] 
 [ 0.01 0.03 0.03 0.02 0.02 0.01 0.03 0.03 0.0 0.01  ] 
 [ 0.03 0.02 0.01 0.03 0.02 0.03 0.03 0.01 0.03 0.0  ] 
 ] ; 
CCCost= [ 
[ [ 0.0 0.02 ] [ 0.02 0.0 ] ] 
[ [ 0.0 0.03 0.01 ] [ 0.04 0.0 0.01 ] [ 0.01 0.01 0.0 ] ] 
[ [ 0.0 0.02 0.02 0.01 0.02 ] [ 0.04 0.0 0.03 0.03 0.02 ] [ 0.03 0.03 0.0 0.02 0.02 ] [ 0.01 0.03 0.04 0.0 0.02 ] [ 0.01 0.03 0.02 0.02 0.0 ] ] 
[ [ 0.0 0.01 0.04 0.04 0.03 ] [ 0.01 0.0 0.01 0.04 0.04 ] [ 0.02 0.01 0.0 0.02 0.01 ] [ 0.01 0.02 0.02 0.0 0.02 ] [ 0.01 0.01 0.04 0.04 0.0 ] ] 
[ [ 0.0 0.01 0.02 0.04 ] [ 0.03 0.0 0.02 0.04 ] [ 0.01 0.03 0.0 0.01 ] [ 0.03 0.02 0.04 0.0 ] ] 
 ] ; 
MCCost= [ 
[ 0.0 9.0 8.0 9.0 9.0 ] 
[ 5.0 0.0 9.0 6.0 8.0 ] 
[ 6.0 8.0 0.0 7.0 9.0 ] 
[ 7.0 7.0 8.0 0.0 8.0 ] 
[ 5.0 8.0 7.0 6.0 0.0 ] 
 ] ; 

OPTAD= [ 
[ [ 0 1 0 0 0 0 1 0 ] 
